starttime	seconds	ctime	dtime	ttime	wait
Sat Aug 09 09:50:16 2014	1407570616	241	2971	3212	2971
Sat Aug 09 09:50:16 2014	1407570616	240	2972	3212	2972
Sat Aug 09 09:50:16 2014	1407570616	285	2927	3212	2927
Sat Aug 09 09:50:16 2014	1407570616	241	2973	3214	2973
Sat Aug 09 09:50:16 2014	1407570616	241	2975	3216	2975
Sat Aug 09 09:50:16 2014	1407570616	241	2977	3218	2976
Sat Aug 09 09:50:16 2014	1407570616	241	2979	3220	2979
Sat Aug 09 09:50:16 2014	1407570616	241	2979	3221	2979
Sat Aug 09 09:50:16 2014	1407570616	241	2981	3222	2981
Sat Aug 09 09:50:16 2014	1407570616	239	2996	3235	2995
Sat Aug 09 09:50:16 2014	1407570616	240	2997	3236	2997
Sat Aug 09 09:50:16 2014	1407570616	240	2998	3237	2998
Sat Aug 09 09:50:16 2014	1407570616	239	2999	3238	2999
Sat Aug 09 09:50:16 2014	1407570616	239	3001	3241	3001
Sat Aug 09 09:50:16 2014	1407570616	240	3002	3242	3002
Sat Aug 09 09:50:16 2014	1407570616	240	3003	3243	3003
Sat Aug 09 09:50:16 2014	1407570616	239	3005	3244	3005
Sat Aug 09 09:50:16 2014	1407570616	240	3006	3246	3006
Sat Aug 09 09:50:16 2014	1407570616	240	3010	3249	3009
Sat Aug 09 09:50:16 2014	1407570616	239	3010	3249	3010
Sat Aug 09 09:50:16 2014	1407570616	239	3011	3250	3011
Sat Aug 09 09:50:16 2014	1407570616	239	3012	3251	3012
Sat Aug 09 09:50:16 2014	1407570616	279	2973	3252	2973
Sat Aug 09 09:50:16 2014	1407570616	240	3014	3254	3014
Sat Aug 09 09:50:16 2014	1407570616	239	3015	3254	3015
Sat Aug 09 09:50:16 2014	1407570616	279	2977	3256	2977
Sat Aug 09 09:50:16 2014	1407570616	240	3017	3257	3017
Sat Aug 09 09:50:16 2014	1407570616	239	3018	3257	3017
Sat Aug 09 09:50:16 2014	1407570616	279	2980	3259	2980
Sat Aug 09 09:50:16 2014	1407570616	239	3020	3259	3020
Sat Aug 09 09:50:16 2014	1407570616	240	3020	3260	3020
Sat Aug 09 09:50:16 2014	1407570616	239	3021	3261	3021
Sat Aug 09 09:50:16 2014	1407570616	279	2982	3261	2982
Sat Aug 09 09:50:16 2014	1407570616	286	2975	3261	2975
Sat Aug 09 09:50:16 2014	1407570616	239	3023	3262	3023
Sat Aug 09 09:50:16 2014	1407570616	239	3025	3265	3025
Sat Aug 09 09:50:16 2014	1407570616	239	3026	3266	3026
Sat Aug 09 09:50:16 2014	1407570616	286	2979	3266	2979
Sat Aug 09 09:50:16 2014	1407570616	275	2991	3266	2991
Sat Aug 09 09:50:16 2014	1407570616	280	2987	3266	2987
Sat Aug 09 09:50:16 2014	1407570616	239	3027	3266	3027
Sat Aug 09 09:50:16 2014	1407570616	280	2988	3267	2988
Sat Aug 09 09:50:16 2014	1407570616	239	3029	3268	3029
Sat Aug 09 09:50:16 2014	1407570616	239	3029	3268	3029
Sat Aug 09 09:50:16 2014	1407570616	280	2989	3268	2989
Sat Aug 09 09:50:16 2014	1407570616	279	2990	3269	2990
Sat Aug 09 09:50:16 2014	1407570616	287	2982	3269	2982
Sat Aug 09 09:50:16 2014	1407570616	289	2982	3271	2981
Sat Aug 09 09:50:16 2014	1407570616	276	2995	3271	2995
Sat Aug 09 09:50:16 2014	1407570616	281	2993	3274	2993
Sat Aug 09 09:50:16 2014	1407570616	239	3037	3276	3036
Sat Aug 09 09:50:16 2014	1407570616	276	3001	3278	3001
Sat Aug 09 09:50:16 2014	1407570616	287	2998	3285	2998
Sat Aug 09 09:50:16 2014	1407570616	238	3047	3285	3047
Sat Aug 09 09:50:16 2014	1407570616	275	3014	3289	3014
Sat Aug 09 09:50:16 2014	1407570616	281	3009	3290	3009
Sat Aug 09 09:50:16 2014	1407570616	275	3015	3291	3015
Sat Aug 09 09:50:16 2014	1407570616	275	3017	3293	3017
Sat Aug 09 09:50:16 2014	1407570616	276	3017	3293	3016
Sat Aug 09 09:50:16 2014	1407570616	275	3019	3295	3019
Sat Aug 09 09:50:16 2014	1407570616	281	3013	3295	3013
Sat Aug 09 09:50:16 2014	1407570616	276	3019	3295	3019
Sat Aug 09 09:50:16 2014	1407570616	281	3014	3296	3014
Sat Aug 09 09:50:16 2014	1407570616	275	3020	3296	3020
Sat Aug 09 09:50:16 2014	1407570616	276	3021	3297	3021
Sat Aug 09 09:50:16 2014	1407570616	282	3016	3298	3016
Sat Aug 09 09:50:16 2014	1407570616	238	3061	3299	3061
Sat Aug 09 09:50:16 2014	1407570616	276	3022	3299	3022
Sat Aug 09 09:50:16 2014	1407570616	238	3062	3300	3062
Sat Aug 09 09:50:16 2014	1407570616	276	3024	3300	3024
Sat Aug 09 09:50:16 2014	1407570616	276	3024	3300	3024
Sat Aug 09 09:50:16 2014	1407570616	238	3063	3301	3063
Sat Aug 09 09:50:16 2014	1407570616	238	3064	3302	3064
Sat Aug 09 09:50:16 2014	1407570616	276	3026	3302	3026
Sat Aug 09 09:50:16 2014	1407570616	238	3065	3303	3065
Sat Aug 09 09:50:16 2014	1407570616	238	3067	3305	3067
Sat Aug 09 09:50:16 2014	1407570616	237	3069	3306	3069
Sat Aug 09 09:50:16 2014	1407570616	238	3069	3306	3069
Sat Aug 09 09:50:16 2014	1407570616	238	3071	3309	3071
Sat Aug 09 09:50:16 2014	1407570616	238	3072	3310	3072
Sat Aug 09 09:50:16 2014	1407570616	237	3075	3312	3075
Sat Aug 09 09:50:16 2014	1407570616	237	3077	3314	3077
Sat Aug 09 09:50:16 2014	1407570616	237	3077	3315	3077
Sat Aug 09 09:50:16 2014	1407570616	319	2996	3315	2996
Sat Aug 09 09:50:16 2014	1407570616	240	3076	3315	3076
Sat Aug 09 09:50:16 2014	1407570616	237	3079	3316	3079
Sat Aug 09 09:50:16 2014	1407570616	320	2997	3317	2997
Sat Aug 09 09:50:16 2014	1407570616	240	3078	3318	3077
Sat Aug 09 09:50:16 2014	1407570616	240	3080	3320	3080
Sat Aug 09 09:50:16 2014	1407570616	240	3082	3322	3082
Sat Aug 09 09:50:16 2014	1407570616	240	3083	3323	3083
Sat Aug 09 09:50:16 2014	1407570616	240	3085	3324	3085
Sat Aug 09 09:50:16 2014	1407570616	240	3086	3325	3085
Sat Aug 09 09:50:16 2014	1407570616	240	3087	3327	3087
Sat Aug 09 09:50:16 2014	1407570616	240	3088	3328	3088
Sat Aug 09 09:50:16 2014	1407570616	240	3089	3329	3089
Sat Aug 09 09:50:16 2014	1407570616	240	3090	3330	3090
Sat Aug 09 09:50:16 2014	1407570616	240	3091	3331	3091
Sat Aug 09 09:50:16 2014	1407570616	330	3002	3332	3002
Sat Aug 09 09:50:16 2014	1407570616	240	3092	3332	3092
Sat Aug 09 09:50:16 2014	1407570616	240	3094	3334	3093
Sat Aug 09 09:50:16 2014	1407570616	240	3095	3335	3095
Sat Aug 09 09:50:16 2014	1407570616	238	3097	3335	3097
Sat Aug 09 09:50:16 2014	1407570616	238	3098	3336	3098
Sat Aug 09 09:50:16 2014	1407570616	240	3096	3336	3096
Sat Aug 09 09:50:16 2014	1407570616	238	3099	3337	3099
Sat Aug 09 09:50:16 2014	1407570616	238	3100	3337	3100
Sat Aug 09 09:50:16 2014	1407570616	240	3098	3338	3098
Sat Aug 09 09:50:16 2014	1407570616	238	3100	3338	3100
Sat Aug 09 09:50:16 2014	1407570616	240	3099	3338	3099
Sat Aug 09 09:50:16 2014	1407570616	238	3101	3339	3101
Sat Aug 09 09:50:16 2014	1407570616	277	3062	3339	3062
Sat Aug 09 09:50:16 2014	1407570616	275	3065	3340	3065
Sat Aug 09 09:50:16 2014	1407570616	276	3064	3341	3064
Sat Aug 09 09:50:16 2014	1407570616	275	3066	3341	3066
Sat Aug 09 09:50:16 2014	1407570616	238	3104	3342	3104
Sat Aug 09 09:50:16 2014	1407570616	238	3105	3343	3105
Sat Aug 09 09:50:16 2014	1407570616	236	3108	3344	3108
Sat Aug 09 09:50:16 2014	1407570616	238	3106	3344	3106
Sat Aug 09 09:50:16 2014	1407570616	276	3069	3345	3069
Sat Aug 09 09:50:16 2014	1407570616	240	3105	3345	3105
Sat Aug 09 09:50:16 2014	1407570616	238	3107	3345	3107
Sat Aug 09 09:50:16 2014	1407570616	277	3068	3346	3068
Sat Aug 09 09:50:16 2014	1407570616	281	3065	3346	3065
Sat Aug 09 09:50:16 2014	1407570616	277	3070	3347	3070
Sat Aug 09 09:50:16 2014	1407570616	238	3109	3347	3109
Sat Aug 09 09:50:16 2014	1407570616	281	3066	3347	3066
Sat Aug 09 09:50:16 2014	1407570616	276	3071	3348	3071
Sat Aug 09 09:50:16 2014	1407570616	276	3072	3348	3072
Sat Aug 09 09:50:16 2014	1407570616	238	3110	3348	3110
Sat Aug 09 09:50:16 2014	1407570616	235	3113	3348	3113
Sat Aug 09 09:50:16 2014	1407570616	238	3111	3349	3111
Sat Aug 09 09:50:16 2014	1407570616	235	3115	3350	3115
Sat Aug 09 09:50:16 2014	1407570616	276	3074	3350	3074
Sat Aug 09 09:50:16 2014	1407570616	277	3074	3351	3074
Sat Aug 09 09:50:16 2014	1407570616	235	3116	3352	3116
Sat Aug 09 09:50:16 2014	1407570616	235	3117	3353	3117
Sat Aug 09 09:50:16 2014	1407570616	235	3118	3354	3118
Sat Aug 09 09:50:16 2014	1407570616	277	3076	3354	3076
Sat Aug 09 09:50:16 2014	1407570616	277	3077	3354	3077
Sat Aug 09 09:50:16 2014	1407570616	238	3116	3354	3116
Sat Aug 09 09:50:16 2014	1407570616	235	3119	3354	3119
Sat Aug 09 09:50:16 2014	1407570616	235	3120	3356	3120
Sat Aug 09 09:50:16 2014	1407570616	277	3079	3356	3079
Sat Aug 09 09:50:16 2014	1407570616	235	3121	3356	3121
Sat Aug 09 09:50:16 2014	1407570616	277	3081	3358	3081
Sat Aug 09 09:50:16 2014	1407570616	236	3124	3359	3123
Sat Aug 09 09:50:16 2014	1407570616	235	3125	3360	3125
Sat Aug 09 09:50:16 2014	1407570616	235	3126	3361	3125
Sat Aug 09 09:50:16 2014	1407570616	278	3083	3361	3083
Sat Aug 09 09:50:16 2014	1407570616	277	3085	3362	3085
Sat Aug 09 09:50:16 2014	1407570616	235	3126	3362	3126
Sat Aug 09 09:50:16 2014	1407570616	235	3127	3363	3127
Sat Aug 09 09:50:16 2014	1407570616	277	3086	3363	3086
Sat Aug 09 09:50:16 2014	1407570616	277	3087	3364	3087
Sat Aug 09 09:50:16 2014	1407570616	235	3129	3364	3129
Sat Aug 09 09:50:16 2014	1407570616	235	3129	3365	3129
Sat Aug 09 09:50:16 2014	1407570616	277	3088	3365	3088
Sat Aug 09 09:50:16 2014	1407570616	235	3130	3366	3130
Sat Aug 09 09:50:16 2014	1407570616	277	3089	3366	3089
Sat Aug 09 09:50:16 2014	1407570616	277	3090	3367	3090
Sat Aug 09 09:50:16 2014	1407570616	235	3132	3367	3132
Sat Aug 09 09:50:16 2014	1407570616	277	3091	3368	3091
Sat Aug 09 09:50:16 2014	1407570616	235	3133	3369	3133
Sat Aug 09 09:50:16 2014	1407570616	277	3092	3369	3092
Sat Aug 09 09:50:16 2014	1407570616	235	3135	3370	3135
Sat Aug 09 09:50:16 2014	1407570616	278	3093	3371	3093
Sat Aug 09 09:50:16 2014	1407570616	277	3094	3371	3094
Sat Aug 09 09:50:16 2014	1407570616	235	3136	3371	3136
Sat Aug 09 09:50:16 2014	1407570616	235	3137	3372	3137
Sat Aug 09 09:50:16 2014	1407570616	235	3138	3373	3137
Sat Aug 09 09:50:16 2014	1407570616	235	3138	3374	3138
Sat Aug 09 09:50:16 2014	1407570616	277	3098	3375	3098
Sat Aug 09 09:50:16 2014	1407570616	235	3140	3375	3140
Sat Aug 09 09:50:16 2014	1407570616	235	3140	3376	3140
Sat Aug 09 09:50:16 2014	1407570616	236	3141	3377	3141
Sat Aug 09 09:50:16 2014	1407570616	233	3144	3377	3144
Sat Aug 09 09:50:16 2014	1407570616	235	3142	3378	3142
Sat Aug 09 09:50:16 2014	1407570616	235	3144	3379	3144
Sat Aug 09 09:50:16 2014	1407570616	233	3168	3402	3168
Sat Aug 09 09:50:16 2014	1407570616	236	3173	3409	3173
Sat Aug 09 09:50:16 2014	1407570616	236	3176	3411	3176
Sat Aug 09 09:50:16 2014	1407570616	236	3178	3414	3178
Sat Aug 09 09:50:16 2014	1407570616	236	3179	3415	3179
Sat Aug 09 09:50:16 2014	1407570616	236	3180	3416	3180
Sat Aug 09 09:50:16 2014	1407570616	236	3181	3417	3181
Sat Aug 09 09:50:16 2014	1407570616	236	3182	3418	3182
Sat Aug 09 09:50:16 2014	1407570616	236	3184	3420	3184
Sat Aug 09 09:50:16 2014	1407570616	236	3185	3421	3185
Sat Aug 09 09:50:16 2014	1407570616	236	3187	3422	3186
Sat Aug 09 09:50:16 2014	1407570616	236	3188	3423	3188
Sat Aug 09 09:50:16 2014	1407570616	278	3147	3425	3147
Sat Aug 09 09:50:16 2014	1407570616	236	3190	3425	3189
Sat Aug 09 09:50:16 2014	1407570616	236	3191	3427	3191
Sat Aug 09 09:50:16 2014	1407570616	236	3193	3428	3192
Sat Aug 09 09:50:16 2014	1407570616	236	3194	3429	3193
Sat Aug 09 09:50:16 2014	1407570616	278	3152	3430	3152
Sat Aug 09 09:50:16 2014	1407570616	236	3194	3430	3194
Sat Aug 09 09:50:16 2014	1407570616	233	3199	3432	3198
Sat Aug 09 09:50:16 2014	1407570616	281	3151	3432	3151
Sat Aug 09 09:50:16 2014	1407570616	236	3197	3433	3197
Sat Aug 09 09:50:16 2014	1407570616	233	3201	3434	3201
Sat Aug 09 09:50:16 2014	1407570616	236	3198	3434	3198
Sat Aug 09 09:50:16 2014	1407570616	233	3203	3436	3203
Sat Aug 09 09:50:16 2014	1407570616	281	3155	3436	3155
Sat Aug 09 09:50:16 2014	1407570616	236	3201	3437	3201
Sat Aug 09 09:50:16 2014	1407570616	233	3206	3439	3206
Sat Aug 09 09:50:16 2014	1407570616	236	3204	3439	3204
Sat Aug 09 09:50:16 2014	1407570616	233	3211	3444	3211
Sat Aug 09 09:50:16 2014	1407570616	271	3179	3450	3179
Sat Aug 09 09:50:16 2014	1407570616	272	3181	3454	3181
Sat Aug 09 09:50:16 2014	1407570616	272	3183	3455	3183
Sat Aug 09 09:50:16 2014	1407570616	272	3184	3456	3184
Sat Aug 09 09:50:16 2014	1407570616	271	3188	3460	3188
Sat Aug 09 09:50:16 2014	1407570616	234	3226	3460	3226
Sat Aug 09 09:50:16 2014	1407570616	273	3188	3461	3188
Sat Aug 09 09:50:16 2014	1407570616	271	3191	3462	3191
Sat Aug 09 09:50:16 2014	1407570616	273	3191	3464	3191
Sat Aug 09 09:50:16 2014	1407570616	271	3194	3465	3194
Sat Aug 09 09:50:16 2014	1407570616	273	3193	3466	3193
Sat Aug 09 09:50:16 2014	1407570616	273	3195	3469	3195
Sat Aug 09 09:50:16 2014	1407570616	273	3197	3470	3197
Sat Aug 09 09:50:16 2014	1407570616	271	3199	3470	3199
Sat Aug 09 09:50:16 2014	1407570616	273	3198	3471	3198
Sat Aug 09 09:50:16 2014	1407570616	273	3203	3476	3203
Sat Aug 09 09:50:16 2014	1407570616	273	3204	3478	3204
Sat Aug 09 09:50:16 2014	1407570616	273	3205	3479	3205
Sat Aug 09 09:50:16 2014	1407570616	271	3210	3482	3210
Sat Aug 09 09:50:16 2014	1407570616	234	3251	3485	3251
Sat Aug 09 09:50:16 2014	1407570616	273	3220	3493	3220
Sat Aug 09 09:50:16 2014	1407570616	304	3197	3501	3197
Sat Aug 09 09:50:16 2014	1407570616	236	3273	3509	3273
Sat Aug 09 09:50:16 2014	1407570616	274	3235	3509	3235
Sat Aug 09 09:50:16 2014	1407570616	281	3229	3510	3229
Sat Aug 09 09:50:16 2014	1407570616	271	3239	3511	3239
Sat Aug 09 09:50:16 2014	1407570616	236	3277	3513	3277
Sat Aug 09 09:50:16 2014	1407570616	271	3243	3514	3242
Sat Aug 09 09:50:16 2014	1407570616	305	3209	3514	3209
Sat Aug 09 09:50:16 2014	1407570616	236	3278	3515	3278
Sat Aug 09 09:50:16 2014	1407570616	271	3245	3516	3245
Sat Aug 09 09:50:16 2014	1407570616	236	3280	3516	3280
Sat Aug 09 09:50:16 2014	1407570616	236	3282	3518	3282
Sat Aug 09 09:50:16 2014	1407570616	236	3284	3520	3284
Sat Aug 09 09:50:16 2014	1407570616	273	3247	3520	3247
Sat Aug 09 09:50:16 2014	1407570616	236	3285	3521	3285
Sat Aug 09 09:50:16 2014	1407570616	236	3286	3522	3286
Sat Aug 09 09:50:16 2014	1407570616	274	3249	3523	3249
Sat Aug 09 09:50:16 2014	1407570616	236	3287	3523	3287
Sat Aug 09 09:50:16 2014	1407570616	236	3288	3524	3288
Sat Aug 09 09:50:16 2014	1407570616	274	3251	3525	3251
Sat Aug 09 09:50:16 2014	1407570616	236	3289	3525	3289
Sat Aug 09 09:50:16 2014	1407570616	274	3252	3526	3252
Sat Aug 09 09:50:16 2014	1407570616	236	3290	3526	3290
Sat Aug 09 09:50:16 2014	1407570616	274	3253	3527	3253
Sat Aug 09 09:50:16 2014	1407570616	236	3291	3527	3291
Sat Aug 09 09:50:16 2014	1407570616	274	3254	3528	3254
Sat Aug 09 09:50:16 2014	1407570616	236	3292	3528	3292
Sat Aug 09 09:50:16 2014	1407570616	274	3255	3529	3255
Sat Aug 09 09:50:16 2014	1407570616	274	3256	3529	3256
Sat Aug 09 09:50:16 2014	1407570616	236	3294	3530	3294
Sat Aug 09 09:50:16 2014	1407570616	236	3294	3530	3294
Sat Aug 09 09:50:16 2014	1407570616	274	3257	3531	3257
Sat Aug 09 09:50:16 2014	1407570616	236	3295	3532	3295
Sat Aug 09 09:50:16 2014	1407570616	274	3258	3532	3258
Sat Aug 09 09:50:16 2014	1407570616	236	3297	3533	3297
Sat Aug 09 09:50:16 2014	1407570616	274	3260	3533	3259
Sat Aug 09 09:50:16 2014	1407570616	236	3298	3534	3298
Sat Aug 09 09:50:16 2014	1407570616	274	3261	3535	3261
Sat Aug 09 09:50:16 2014	1407570616	236	3299	3535	3299
Sat Aug 09 09:50:16 2014	1407570616	274	3262	3536	3262
Sat Aug 09 09:50:16 2014	1407570616	274	3263	3537	3263
Sat Aug 09 09:50:16 2014	1407570616	236	3301	3538	3301
Sat Aug 09 09:50:16 2014	1407570616	236	3302	3538	3302
Sat Aug 09 09:50:16 2014	1407570616	263	3276	3539	3276
Sat Aug 09 09:50:16 2014	1407570616	236	3303	3539	3303
Sat Aug 09 09:50:16 2014	1407570616	274	3265	3540	3265
Sat Aug 09 09:50:16 2014	1407570616	274	3266	3541	3266
Sat Aug 09 09:50:16 2014	1407570616	236	3305	3541	3305
Sat Aug 09 09:50:16 2014	1407570616	320	3221	3541	3221
Sat Aug 09 09:50:16 2014	1407570616	274	3267	3541	3267
Sat Aug 09 09:50:16 2014	1407570616	236	3306	3542	3306
Sat Aug 09 09:50:16 2014	1407570616	274	3268	3543	3268
Sat Aug 09 09:50:16 2014	1407570616	264	3278	3543	3278
Sat Aug 09 09:50:16 2014	1407570616	267	3276	3543	3276
Sat Aug 09 09:50:16 2014	1407570616	274	3269	3544	3269
Sat Aug 09 09:50:16 2014	1407570616	237	3307	3544	3307
Sat Aug 09 09:50:16 2014	1407570616	267	3277	3544	3277
Sat Aug 09 09:50:16 2014	1407570616	274	3270	3545	3270
Sat Aug 09 09:50:16 2014	1407570616	304	3241	3545	3241
Sat Aug 09 09:50:16 2014	1407570616	236	3309	3545	3309
Sat Aug 09 09:50:16 2014	1407570616	274	3271	3545	3271
Sat Aug 09 09:50:16 2014	1407570616	236	3310	3546	3310
Sat Aug 09 09:50:16 2014	1407570616	274	3272	3547	3272
Sat Aug 09 09:50:16 2014	1407570616	236	3311	3547	3311
Sat Aug 09 09:50:16 2014	1407570616	274	3274	3548	3274
Sat Aug 09 09:50:16 2014	1407570616	264	3285	3549	3284
Sat Aug 09 09:50:16 2014	1407570616	236	3313	3549	3312
Sat Aug 09 09:50:16 2014	1407570616	275	3275	3549	3275
Sat Aug 09 09:50:16 2014	1407570616	267	3283	3550	3282
Sat Aug 09 09:50:16 2014	1407570616	236	3313	3550	3313
Sat Aug 09 09:50:16 2014	1407570616	264	3286	3550	3286
Sat Aug 09 09:50:16 2014	1407570616	267	3283	3550	3283
Sat Aug 09 09:50:16 2014	1407570616	275	3276	3551	3276
Sat Aug 09 09:50:16 2014	1407570616	236	3314	3551	3314
Sat Aug 09 09:50:16 2014	1407570616	236	3315	3551	3315
Sat Aug 09 09:50:16 2014	1407570616	275	3277	3551	3277
Sat Aug 09 09:50:16 2014	1407570616	236	3315	3552	3315
Sat Aug 09 09:50:16 2014	1407570616	274	3278	3552	3278
Sat Aug 09 09:50:16 2014	1407570616	270	3283	3553	3283
Sat Aug 09 09:50:16 2014	1407570616	236	3317	3554	3317
Sat Aug 09 09:50:16 2014	1407570616	237	3319	3555	3319
Sat Aug 09 09:50:16 2014	1407570616	270	3286	3556	3286
Sat Aug 09 09:50:16 2014	1407570616	267	3289	3556	3289
Sat Aug 09 09:50:16 2014	1407570616	334	3222	3556	3222
Sat Aug 09 09:50:16 2014	1407570616	265	3292	3557	3292
Sat Aug 09 09:50:16 2014	1407570616	265	3293	3557	3293
Sat Aug 09 09:50:16 2014	1407570616	267	3290	3558	3290
Sat Aug 09 09:50:16 2014	1407570616	237	3321	3558	3321
Sat Aug 09 09:50:16 2014	1407570616	237	3322	3558	3322
Sat Aug 09 09:50:16 2014	1407570616	306	3253	3559	3253
Sat Aug 09 09:50:16 2014	1407570616	237	3322	3559	3322
Sat Aug 09 09:50:16 2014	1407570616	236	3323	3559	3323
Sat Aug 09 09:50:16 2014	1407570616	270	3289	3559	3289
Sat Aug 09 09:50:16 2014	1407570616	237	3324	3561	3324
Sat Aug 09 09:50:16 2014	1407570616	237	3325	3562	3325
Sat Aug 09 09:50:16 2014	1407570616	265	3298	3563	3298
Sat Aug 09 09:50:16 2014	1407570616	281	3282	3563	3282
Sat Aug 09 09:50:16 2014	1407570616	270	3293	3563	3293
Sat Aug 09 09:50:16 2014	1407570616	237	3327	3563	3327
Sat Aug 09 09:50:16 2014	1407570616	267	3296	3563	3296
Sat Aug 09 09:50:16 2014	1407570616	237	3328	3565	3328
Sat Aug 09 09:50:16 2014	1407570616	237	3329	3566	3329
Sat Aug 09 09:50:16 2014	1407570616	265	3302	3566	3302
Sat Aug 09 09:50:16 2014	1407570616	270	3297	3567	3296
Sat Aug 09 09:50:16 2014	1407570616	237	3330	3567	3330
Sat Aug 09 09:50:16 2014	1407570616	267	3300	3567	3300
Sat Aug 09 09:50:16 2014	1407570616	237	3331	3568	3331
Sat Aug 09 09:50:16 2014	1407570616	270	3299	3569	3299
Sat Aug 09 09:50:16 2014	1407570616	265	3304	3569	3304
Sat Aug 09 09:50:16 2014	1407570616	267	3302	3569	3302
Sat Aug 09 09:50:16 2014	1407570616	270	3300	3570	3300
Sat Aug 09 09:50:16 2014	1407570616	237	3333	3570	3333
Sat Aug 09 09:50:16 2014	1407570616	340	3230	3570	3230
Sat Aug 09 09:50:16 2014	1407570616	237	3334	3571	3334
Sat Aug 09 09:50:16 2014	1407570616	237	3335	3572	3335
Sat Aug 09 09:50:16 2014	1407570616	237	3336	3573	3336
Sat Aug 09 09:50:16 2014	1407570616	267	3306	3574	3306
Sat Aug 09 09:50:16 2014	1407570616	237	3338	3575	3338
Sat Aug 09 09:50:16 2014	1407570616	234	3341	3575	3341
Sat Aug 09 09:50:16 2014	1407570616	237	3340	3576	3339
Sat Aug 09 09:50:16 2014	1407570616	237	3339	3576	3339
Sat Aug 09 09:50:16 2014	1407570616	237	3341	3578	3341
Sat Aug 09 09:50:16 2014	1407570616	270	3309	3579	3309
Sat Aug 09 09:50:16 2014	1407570616	237	3343	3580	3343
Sat Aug 09 09:50:16 2014	1407570616	344	3237	3580	3236
Sat Aug 09 09:50:16 2014	1407570616	237	3345	3582	3345
Sat Aug 09 09:50:16 2014	1407570616	237	3347	3584	3347
Sat Aug 09 09:50:16 2014	1407570616	237	3347	3584	3347
Sat Aug 09 09:50:16 2014	1407570616	237	3376	3613	3376
Sat Aug 09 09:50:16 2014	1407570616	237	3377	3614	3377
Sat Aug 09 09:50:16 2014	1407570616	237	3378	3615	3378
Sat Aug 09 09:50:16 2014	1407570616	237	3379	3616	3379
Sat Aug 09 09:50:16 2014	1407570616	237	3380	3617	3380
Sat Aug 09 09:50:16 2014	1407570616	237	3382	3619	3382
Sat Aug 09 09:50:16 2014	1407570616	237	3383	3620	3383
Sat Aug 09 09:50:16 2014	1407570616	237	3384	3621	3384
Sat Aug 09 09:50:16 2014	1407570616	235	3388	3622	3388
Sat Aug 09 09:50:16 2014	1407570616	237	3386	3623	3386
Sat Aug 09 09:50:16 2014	1407570616	235	3390	3625	3390
Sat Aug 09 09:50:16 2014	1407570616	237	3390	3628	3390
Sat Aug 09 09:50:16 2014	1407570616	237	3393	3630	3393
Sat Aug 09 09:50:16 2014	1407570616	235	3397	3632	3397
Sat Aug 09 09:50:16 2014	1407570616	235	3399	3633	3399
Sat Aug 09 09:50:16 2014	1407570616	235	3400	3634	3399
Sat Aug 09 09:50:16 2014	1407570616	235	3401	3635	3401
Sat Aug 09 09:50:16 2014	1407570616	235	3403	3638	3403
Sat Aug 09 09:50:16 2014	1407570616	235	3404	3639	3404
Sat Aug 09 09:50:16 2014	1407570616	235	3407	3642	3407
Sat Aug 09 09:50:16 2014	1407570616	235	3408	3643	3408
Sat Aug 09 09:50:16 2014	1407570616	268	3377	3644	3377
Sat Aug 09 09:50:16 2014	1407570616	235	3410	3645	3410
Sat Aug 09 09:50:16 2014	1407570616	235	3413	3648	3413
Sat Aug 09 09:50:16 2014	1407570616	278	3373	3652	3373
Sat Aug 09 09:50:16 2014	1407570616	268	3386	3653	3386
Sat Aug 09 09:50:16 2014	1407570616	235	3419	3654	3419
Sat Aug 09 09:50:16 2014	1407570616	271	3383	3654	3383
Sat Aug 09 09:50:16 2014	1407570616	235	3420	3655	3420
Sat Aug 09 09:50:16 2014	1407570616	265	3391	3656	3391
Sat Aug 09 09:50:16 2014	1407570616	271	3387	3658	3387
Sat Aug 09 09:50:16 2014	1407570616	273	3385	3658	3385
Sat Aug 09 09:50:16 2014	1407570616	273	3385	3658	3385
Sat Aug 09 09:50:16 2014	1407570616	265	3394	3659	3393
Sat Aug 09 09:50:16 2014	1407570616	235	3424	3659	3424
Sat Aug 09 09:50:16 2014	1407570616	273	3386	3659	3386
Sat Aug 09 09:50:16 2014	1407570616	235	3425	3660	3425
Sat Aug 09 09:50:16 2014	1407570616	235	3426	3661	3426
Sat Aug 09 09:50:16 2014	1407570616	270	3392	3662	3392
Sat Aug 09 09:50:16 2014	1407570616	235	3428	3663	3428
Sat Aug 09 09:50:16 2014	1407570616	274	3390	3664	3390
Sat Aug 09 09:50:16 2014	1407570616	235	3429	3664	3429
Sat Aug 09 09:50:16 2014	1407570616	265	3399	3664	3399
Sat Aug 09 09:50:16 2014	1407570616	234	3430	3665	3430
Sat Aug 09 09:50:16 2014	1407570616	235	3430	3665	3430
Sat Aug 09 09:50:16 2014	1407570616	274	3391	3665	3391
Sat Aug 09 09:50:16 2014	1407570616	268	3398	3665	3397
Sat Aug 09 09:50:16 2014	1407570616	268	3399	3666	3399
Sat Aug 09 09:50:16 2014	1407570616	235	3432	3666	3432
Sat Aug 09 09:50:16 2014	1407570616	274	3393	3667	3393
Sat Aug 09 09:50:16 2014	1407570616	270	3398	3668	3398
Sat Aug 09 09:50:16 2014	1407570616	274	3395	3669	3395
Sat Aug 09 09:50:16 2014	1407570616	273	3396	3669	3396
